labels,preprocessed_docs
0,dawhat plan
0,ill ok
0,oh god almost home
0,total video convert free download type googl search
1,thank vote sing along star karaok mobil free link repli sing
0,wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show deep affect care n luv kettoda manda nice day da
0,sound like someth someon test would sayi
0,u love someon dont make love u much u love much dont want love anyon except gud nit
0,petei phone still jenni colleg leannewhat
0,oop sorri check mind pick tomo half eight station would ok
0,hey sweet wonder moment might come want send file someon go yahoo connect suck rememb set page go download format disc could tell know way download big file download stuff directli internet help would great prey teas kiss
0,how champ leav glasgow
0,kall bestcongrat
0,wonder get text
0,need come home give good lovin
1,brand new mobil music servic live free music player arriv shortli instal phone brows content top artist
0,shall ask one thing dont mistak
0,check wid corect spele ie sarcasm
1,urgent mobil award bonu caller prize nd attempt contact call boxqu bt nation rate
0,angri happen dear
0,thk u dun haf hint e forum alreadi lor co told ron n darren go tell shuhui
0,yup ok thanx
0,hict employe
0,pl pl find aunt nike
0,wow love sooo much know bare stand wonder day goe well love think miss
0,scream mean shout
0,hey happen de alright
0,pick receipt someth earlier
0,think chennai well settl
0,oh dang mean send lol
0,unfortun found pick sister airport even think go tri go one th
0,horribl bf v hungri
0,rememb day
1,nokia get win free auction take part send nokia hgsuiteland rowwjhl
0,feel mr real valentin yo valentin even tho u hardli play
0,sound good finger make difficult type
0,midnight earliest
0,sure tri make xavier smoke want smoke told smoke much
0,k come nordstrom done
0,u konw waht rael friendship im gving yuo exmpel jsut ese tih msg evrey splle tih msg wrnog bt sitll yuo ra wihtuot ayn mitsak goodnight nice sleepsweet dream
0,press confer da
1,hello orang month free access game news sport plu free text photo messag repli ye term appli wwworangecoukow
0,complet degre use join financ
0,good afternoon love job prospect miss lazi bleak hmmm happi fill love
0,shant disturb u anymor jia
0,bishan lar nearer need buy earli co buy gotta park car
0,dont know oh
0,dude sux snake got old raiden got buff
0,say hi get ass back south tampa prefer kegger
0,e msg ju u said thank gift
0,u
0,ok dear call chechi
0,yeah tote u wanna
0,ok found di pierr cardin one look normal cost sale
0,good sleep rhythm person establish rhythm bodi learn use want know
0,wat r u
0,messag truro hospit ext phone phone side
0,singl line big mean miss anyth ur best life
0,got ga money chanc gang want go grand natur adventur
0,dnt worryus ice piec cloth packalso take tablet
0,dude saw park car sunroof pop sux
0,get readi put excel sub face
0,tmrw im finish door
0,g saw day ago guy want sell wifi g blank
0,late
0,whatev im pretti piss
0,today accept dayu accept brother sister lover dear best clo lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi
0,dont much imag class
0,noi got rumour go buy apart chennai
0,near kalainar tv officethenampet
1,ur cashbal current pound maxim ur cashin send go pmsg cc hgsuiteland rowwjhl
1,sm auction brand new nokia auction today auction free join take part txt nokia hgsuiteland rowwjhl
0,si catch e show e afternoon watch w c u wan watch today tmr lor
0,sound gd haha wah u yan jiu fast liao
0,nosi guess idk react freak
0,rememb hurt day satan impost mene pay priceso itmay destini keep go u said pray get mind get
0,make girl happi difficult make girl happi u need friend companion lover chef good listen organ good boyfriend clean sympathet athlet warm courag determin true depend intellig psychologist pest extermin psychiatrist healer stylist driver aaniy pudunga venaam
0,princess bet brotha chase
0,shall book chez jule half eight ok
0,hhahhaahahah rofl wtf nig leonardo room someth
0,yep derek hous see sunday
0,cool let know kick around day
0,sorri call later
0,wonder would okay call uncl john let know thing nigeria r dollar year sent know strain plan pay back everi dime give everi dime expect anyth practic someth like
0,charg transfer charg withdraw anyhow like
0,dont search love let love find u that call fall love bcoz u dont forc u fall u know smeon hold u bslvyl
0,let us go bill miller
0,love set soul fire spark flame big rawr flame xoxo
0,somewhr someon sure made u god decid perfect time make u meet dat person till den enjoy ur crush
0,honeymoon outfit
0,help propos go back tomorrow
1,privat account statement show unredeem point call identifi code expir
0,never blame day ur life good day give u happi bad day give u experi essenti life god bless good morn
0,pl confirm time collect chequ
1,regist subscrib yr draw gift voucher b enter receipt correct an next olymp txt an
1,urgent mobil number award prize guarante call land line claim valid hr ppm
0,daddi take good care
0,yeah probabl still gotta check leo
0,kthen special
0,carlo take sweet time usual let know patti donew smoke tell haul ass
0,ok pa noth problem
0,heard job go wildlif talk tonight u wantcom thatworzel wizzl whatev
0,god pick flower dippeditinadew lovingli touch itwhichturnedinto u gift tomeandsaidthi friend u
0,came hostel
0,ok prob come lunch
0,ju tell u dat b leav shanghai st instead haf time meet cya
0,freez home yet rememb kiss mom morn love think miss yet
0,readi big day tomorrow
0,probabl around mu lot
1,rtking pro video club need help inforingtonekingcouk call must club credit redeem wwwringtonekingcouk enjoy
0,thnx dude u guy nite
0,sef dey laugh meanwhil darl anji
0,mm food da
0,k make sens btw carlo difficult guy gonna smoke go pick second batch get ga
0,u download fring app
0,oz guy kinda flaki one friend interest pick worth tonight possibl
0,friend u stay fb chat
0,fuck babe miss sooooo much wish sleep bed lone go sleep dream love
0,live simpl love also simpl laugh simpl win tooo simpl simpl difficult gud nte
1,u secret admir look make contact ufind rreveal think ur specialcal
0,ah well confus thing doesnut
1,free text msg text ok credit account
0,hi dear call urgnt know what problem want work problem least tell wate repli
0,dear ok
1,select stay top british hotel noth holiday worth claim call london bx swss
0,ye princess want make happi
0,sound like mani talent would like go dinner date next week
0,go film day da pm sorri da
0,watch movi alreadi xy want shop shop w
0,hello littl parti anim thought would buzz friend grin remind love send naughti ador kiss
0,yesterday go home
1,eeri nokia tone u rpli tone titl eg tone dracula titl ghost addamsfa munster exorcist twilight wwwgetzedcouk poboxwwq p
0,come life brought sun shini warm heart put constant smile face make feel love care
0,shit surpris went spent even french guy met town fool around bit let fuck
1,anetwork allow compani bill sm respons supplier
0,great comedyc stop laugh da
1,freemsgfeelin kinda lnli hope u like keep compani jst got cam mobi wanna c pictxt repli date msgp rcv hlp stop
0,alright set text man
0,hi keen go kind feel go tomo mind
0,sleep nt feel well
0,u switch fone dammit
0,india take lead
0,ill post lr class
0,tht wat wright brother fli
0,even v good somewhat event laden fill worri u head ok throat wreck see six
0,u laugh realli loud u talk spontan u dont care other feel u probabl dear best friend goodeven dear
0,laptop take
0,dont file bagi work call mei tell find anyth room
0,wan earli lei outsid wun b home earli neva mind
1,ur chanc win cash everi wk txt action tsc wwwmovietriviatv custcar xpwk
0,bugi juz wat walk home oredi ii late repli oso saw top dat like din buy r
0,wish famili merri x ma happi new year advanc
0,go ok na
0,ye post coupl pic fb still snow outsid wake
0,sif one good partnership go take lead
1,rgent nd attempt contact uu call b tcsbcmwcnxx callcost ppm mobilesvari maxa
0,yeah class
0,send bec templ na
0,come home class right need work shower
1,hi ur lookin sauci daytim fun wiv busti marri woman free next week chat sort time janinexx callsaminmobsmorelkpoboxhpfl
0,mostli like
0,ii v fan
0,dunno co v late n reach insid alreadi ate spageddi lor e gal r laugh lor
0,guess spent last night phase fourth dimens
0,dad gonna call get work ask crazi question
0,yesbut said
0,hurt n meaning line ever compromis everyth love
0,lmaonic
0,glad see repli
1,urgent tri contact u today draw show prize guarante call land line claim valid hr
1,monthli password wap mobsicom use wap phone pc
0,nah dub je still buff
0,pain word thought happi toughest thing earth
0,yeah fine get ok
0,lol u come idea
0,mani peopl seem special first sight remain special till last sight maintain till life end shja
0,today song dedic day song u dedic send ur valuabl frnd first rpli
0,okay wait ah
0,lei
0,hi babe u r like bed im sorri tonight realli wanna see u tomorrow call love xxx
0,alreadi squat new way walk
0,want bold bb torch
0,cramp stop go back sleep
1,today vodafon number end last four digit select receiv award number match pleas call claim award
1,free top rington sub weekli ringtoneget st week freesend subpoli per weekstop sm
0,nan sonathaya soladha boss
0,bring tat cd forget
1,sunshin quiz wkli q win top soni dvd player u know countri algarv txt ansr sptyron
0,know rape dude poker
0,weightloss girl friend make load money ebay someth give thank god
0,gr see messag r u leav congrat dear school wat r ur plan
0,ii eatin later eatin wif fren lei ii go home first
0,finish alreadi yar keep say mushi embarrass ok
0,sorri man stash ran dri last night cannot pick sunday
0,hai priya right doctor said pa
1,free msg sorri servic order could deliv suffici credit pleas top receiv servic
0,ok
0,pleas ask mummi call father
0,come room cannot come hous co hous still messi haha
0,lost kilo today
0,tast fish curri p
0,might accid tookplac somewher ghodbandar rd traffic move slove plz slip worri
0,yun ahnow wkg wherebtw go nu sc ii wana specialis wad
0,ye one woman man pleas tell like dislik bed
0,test earlier appreci call tomorrow
0,loverboy keep come queen hmmm ach speak miss despar
0,u meet fren dun wan meet ah muz b guy rite
0,promis though even gotten dinner yet
0,got back dislik bed
0,turn stereo love mi phone unknown album
1,hard live chat pmin choos girl connect live call cheap chat uk biggest live servic vu bcmwcnxx
0,yeah see
0,ask u knw nt may ur frnd classmat
0,sorri earlier put firesar around talk actual life lol
1,wow boy r back take uk tour win vip ticket prebook vip club txt club trackmarqu ltd infovipclubu
0,missionari hook doggi hook stand
0,u better go sleep dun disturb u liao u wake msg lor
0,fight world easi u either win lose bt fightng close u dificult u lose u lose u win u still lose
0,watch hous uo entertain uo get whole hugh lauri thing uo even stick uo inde especi stick
0,thought prap meant anoth one goodo look tomorrow
0,hi jon pete ive bin spain recent hav sum dinero left bill said u ur aorent mayb interest hav pe around tb jame
0,bold
0,know shall speak minut
0,alrit hunnywot u nite didnt end goin town ju da pub instead ju chillin da mo bedroomlov jen xxx
0,went project centr
0,per request maangalyam alaipayuth set callertun caller press copi friend callertun
0,lol yeah point guess
0,project w fren lor
0,lol well qualiti aint bad aint complain
0,k happen tonight
1,hi mandi sullivan call hotmix fmyou chosen receiv easter prize drawpleas telephon claim prize transfer someon els
0,think go finn come
0,tire special
0,come tomorrow di
0,cant pick phone right pl send messag
0,k go sleep well take rest
0,u guy never invit anywher
1,ur go bahama callfreefon speak live oper claim either bahama cruis ofa cash opt txt x
0,want pleas insid outsid bedroom
0,ey calm downon theacus itxt u co iwana know wotu r doin thewend haventcn u agesr ur neth satlov j xxx
0,love wine dine ladi
1,someon conact date servic enter phone fanci youto find call landlin poboxntf
0,iaom cool ta luv vtire caus doin load plan wk got social servic inspect nurseri take care spk sn x
0,know account detailsi ask mom send youmi mom reach
0,think u wrong number
0,feel alway happi slowli becom habit final becom part life follow happi morn happi day
0,b late love mum
0,got itmail panren paru
0,think chuckin ur red green n black trainner save carryin bac train
0,give one miss number pleas
0,ju came back fr lunch wif si u leh
0,schedul next week town weekend
0,realli gooddhanush rock
0,lmao ok wont need u hair anymor
0,miss ya need ya want ya love ya
0,sorri free
0,u ever get song stuck head reason go away til u listen like time
0,nt yet chikkusimpl habbahw abt u
0,got ur mail dileepthank muchand look forward lot supportveri less contact hererememb one venugop mentionedtomorrow latei shall tri come till theregoodnight dear
0,sometim heart remembr someon much forget someon soon bcoz heart like everyon like one rememb everytim bslvyl
0,joy father john john name joy father mandan
1,hi ibh custom loyalti offer new nokia mobil txtauctiontxt wordstart get nowt
0,hi yiju regard textbook intro algorithm second edit sell
1,sm auction nokia get win free auction take part send nokia hgsuiteland rowwjhl
0,k want us come
0,littl difficult simpl way enter place
0,ha us e thing got tv watch u thk go tonight u alreadi haf smth mind
0,dont show far put new pictur facebook
0,watch tv got new job
0,good afternoon sexi bun goe job search wake first thought alway love wish fine happi know ador
0,come whatev want
0,ok chikku favourit song
0,u see post facebook
1,call freephon
1,buy space invad chanc win orig arcad game consol press game arcad std wap charg see ocoukgam term set purchas
0,wonder world th th ur style th ur smile th ur person rd ur natur nd ur sm st ur love friendship good morn dear
1,loan purpos homeown tenant welcom previous refus still help call free text back help
1,big brother alert comput select u k cash voucher call ntt po box cro bt landlin cost ppm mobil vari
0,oh well c u later
0,uncl atlanta wish guy great semest
0,dear free messag without recharg hi hi hi
0,dont search love let love find u that call fall love bcoz u dont forc u fall u know smeon hold u bslvyl
0,dun believ u thk u told
0,know god creat gap finger one made come fill gap hold hand love
0,yessura sun tvlol
0,arun u transfr amt
0,takin shower yeah leav done
0,work eye philosophi text u later bit free chat
0,u havenaot lost ill alway b ui didnaot intend hurt u never knew u felt iwasmarinethatao itriedtel urmomi careabout u
1,win winner mr foley ipod excit prize soon keep eye ur mobil visit wwwwincouk
0,bad girl still rememb
0,much gave morn
0,hope alright babe worri might felt bit despar learn job fake wait come back love
0,hey tell blake address carlo want meet got lost answer phone
0,get opinion someth first
0,one week leav put know time
0,hit move
0,excel spent year air forc iraq afghanistan stabl honest like travel
0,wanna watch movi
0,ok lor thanx ii school
0,class get text
0,bu leav
0,god blessget good sleep deari pray
1,today voda number end select receiv aaward match pleas call quot claim code standard rate app
0,nice day today love dearli
0,aiyo bit pai seh noe scare dun rem die hee becom better lookin oredi leh
0,aight ask roommat
0,what hous beer
0,wan meet n combin part da rest da project go
0,get ticket walsal tue th march mate get sat ill pay treat want go txt bak terri
0,ye chat
0,hi jess dont know work call u im home eve xxx
0,sian aft meet supervisor got work liao u work
0,go write ccna exam week
0,well watch shrek db
0,much dirti fellow
0,dunno dat wat told ok lor
0,probabl tomorrow even later tonight someth go
0,could say die man feel sad go want know would probabl gone late night
0,think lift one
0,u dun wan u dun like alreadi ah wat u still eat
0,sent ur email id soon
0,wat make peopl dearer de happi dat u feel u meet de pain u feel u miss dem
0,dude teresa hope okay didnt hear peopl call receiv packag sinc dec thot yould like know fantast year best read plu realli realli bam first aid usml work done
0,hey gorgeou man work mobil number good one babe squishi mwah
0,may call later pl
1,hottest pic straight phone see get wet want xx text pic txt cost p textoper gga xxx
0,way stay oh
0,hello thanx take call got job start monday
0,time ur flight tmr
0,come
0,rather promin bite mark right cheek
0,septemb
0,wet right
0,husband
1,hack chat get backdoor entri chat room fraction cost repli neo call subscrib p pm dp bcm box ldn wcnxx
0,norm tomorrow finish co st test need sort librari stuff point tomo got letter today access til end march better get move
0,yeah got list u joanna feel realli anti social
0,offic na
0,comingdown later
0,super dagood replac murali
0,da good good playerwhi unsold
0,hi u want join st later meet five call u class
0,engalnd telli decid let watch mia elliot kiss damn
1,free nokia motorola upto mth price linerent free xnet minstxtmth free btooth call mobileupd call optoutdwv
0,dont want hear philosophi say happen
0,got job wiproy get everi thing life year
0,cant get da laptop matric card wif lei
0,dunno da next show aft toa payoh got
1,nd time tri contact u u pound prize claim easi call p per min btnationalr
0,made payment dont much sorri would want fedex way
0,didt play one day last year know even though good team like india
0,kyou girl wait recept ah
0,say slowli godi love need youclean heart bloodsend ten special peopl u c miracl tomorrow itplspl
0,hate turn fun shop trip annoy day everyth would look hous
0,sir wait call
0,want come onlin
0,could work reach consensu next meet
0,aiyah wait lor u entertain hee
0,last thing ever want hurt think would would laugh embarass delet tag keep go far knew even fact even felt like would hurt show realli know messi wednesday bad problem time clean choos skype take pictur sleep want go mind thing make bed throw laundri top cannot friend hous embarass underwear bra strewn bed pillow floor someth els use good least make bed
0,let know kick
0,call ok said call
0,call number avail appoint ask connect call wahe fathima
0,go buy wif meet later
0,mmmm fuck fair know weak grin push knee expos belli pull head forget know wick smile
0,today system sh get readyal well also deep well
0,mom want know
0,aight text back
0,dont know support ass srt thnk think ps play usb
0,oh ok didnt know meant yep babi jontin
1,guarante cash prizeto claim yr prize call custom servic repres
1,would like see xxx pic hot nearli ban uk
1,hmv bonu special pound genuin hmv voucher answer easi question play send hmv infowwwpercentrealcom
0,watch tv got new job
0,pen thing beyond joke wont biro master cannot ever
0,parti alex nichol
1,u secret admir look make contact ufind rreveal think ur specialcal
0,see miss call dear brother gr day
0,ok ii finish soon
0,sorri cannot help
0,come slave go shell unconsci avoid make unhappi
0,love ass enjoy doggi style
0,think ask gym excus lazi peopl jog
1,dear xxxxxxx uve invit xchat final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yr
1,urgent pleas call landlin abta complimentari tenerif holiday cash await collect sae tc box cwwx ppm
0,way home long dri spell season would
0,gotta collect da car lei
0,ok knacker came home went sleep good full time work lark
0,probabl earlier station think
1,call listen extrem dirti live chat go offic right total privaci one know sic listen p min mp
0,good morn plz call sir
1,freemsg hey u got videop fone repli wild txt ill send u pic hurri im bore work xxx prcvd stopstop
0,uh head much left
0,tot u outsid co darren say u come shop cours nice wat ju went sim lim look mp player
0,aight sound good want come
0,wat would u like ur birthday
0,love work home
0,miss vday parachut doubl coin u must know well
0,sorri call later
0,sister got place birla soft da
1,free entri weekli comp chanc win ipod txt pod get entri std txt rate tc appli detail
0,wah oki oki muz make use e unlimit haha
0,therer peopl mu tabl lambda
0,stop old man get build snowman snow angel snowbal fight
0,ello babe u ok
0,hello beauti r u ok kinda ad row wiv walk pub want night wiv u miss u
0,u go ikea str aft dat
0,becoz jan whn al post ofic holiday cn go fr post oficegot duffer
0,lol grr mom take forev prescript pharmaci like minut away ugh
0,real tho suck cannot even cook whole electr hungri
0,want go
1,new textbuddi chat horni guy ur area p free receiv search postcod gaytextbuddycom txt one name rpl stop cnl
0,time month mid time
0,fffff text kadeem far gone
0,leav yet ok lor go elsewher n eat u thk
0,fujitsu seri lifebook good
0,yar want scold u yest late alreadi got zhong se qing u ask b ask go w u lor n u still act real
0,dont know bring food
0,current food alon also
0,sch fr dun haf da book sch home
0,hello go villag pub either come accordingli ok
0,ok
0,call like time oh give us hypertens oh
0,dont give monkey wot think certainli mind friend mineal sleep wiv wud annoyin
0,omg could snow tonit
1,call tell u call claim prize u enter ur mobil person detail prompt care
1,free st week entri textpod chanc win gb ipod cash everi wk txt vpod tsc wwwtextpodnet custcar
0,carri disturb
0,pa tell went bath
0,ju finish avatar nigro
0,r u scratch
0,hope great day
0,either idea know anyplac someth
0,plan usual stop find hella weed
0,fact clean show know upset prioriti constantli want
0,excel readi moan scream ecstasi
1,peopl dog area call join like mind guy arrang even aa minapn lsbb
0,dude avatar imp one point thought actual fli room almost tri hittng one reflex
1,well done costa del sol holiday await collect call toclaim sae tc pobox stockport skxh costapm maxmin
0,kkwhi cant come search job
0,got lousi sleep kept wake everi hour see cat want come worri cold
0,yeah leav coupl minut let know get mu
0,call make sure dat woken
0,hey go jazz power yoga hip hop kb yogasana
0,batteri mr adewal uncl aka egbon
0,cant pick phone right pl send messag
0,wait minstand bu stop
0,oh ic thought meant mari jane
0,haha realli oh deduct lesson tmr
0,nah im goin wrk j wot bout u
0,eat shit wait ur monkey face bitch u asshol
0,good night go sleep
0,aight grab someth eat text back mu
0,kkwhi cant come search job
0,take someth pain move howev side next hr see doctor
0,lol oh babe wont slide place midnight thank invit
0,howz person stori
1,guess somebodi know secretli fanci wanna find give us call landlin dateboxessexcmxn pmin
0,lol would awesom payback
1,free text messag valid decemb
0,ye complet formclark also utter wast
0,honeybe said sweetest world god laugh said waitu havnt met person read msg moral even god crack joke gmgngegn
0,thank tesco quit nice gone speak soon
0,featheri bowa someth guy know
0,even cant close eye vava play umma
0,laptop noe infra slow lar wan fast one
1,guarante award even cashto claim ur award call free stop getstop php
0,nvm ok
0,enjoy ur life good night
0,ye meet town co go gep home could text bu stop worri finish march u ish
0,askd u question hour answer
0,that cool cum
0,delhi chennai still silent
0,lol alright thinkin haha
1,repli win weekli fifa world cup held send stop end servic
0,boat still mom check yo half nake
0,shhhhh nobodi suppos know
0,sorri call later
0,sorri call later meet thing relat trade pleas call arul
0,hey late amk need drink tea coffe
0,wnt buy bmw car urgentlyit vri urgentbut hv shortag lacsther sourc arng di amt lacsthat prob
1,urgent pleas call landlin abta complimentari tenerif holiday cash await collect sae tc box cwwx ppm
0,length e e top shorter n got fring thk go liao lazi dun wan distract u also
0,santha num corrct dane
0,callsmessagesmiss call
0,sorri call later
0,basket gettin full might tonight
0,hi darlin ive got back realli nice night thank much lift see u tomorrow xxx
0,valentin huh proof fb page ugh glad realli watch rupaul show tool
1,free tone hope enjoy new content text stop unsubscrib helpp provid tonesyoucouk
0,eh den sat u book e kb liao huh
0,practis curtsey
0,shall come get pickl
0,lol boo hope laugh
0,yeh def someth sat
0,well leav class babe never came back hope nice sleep love
0,lmao fish memori need
0,b go sch mon si need take smth
0,idea soon get convert live
1,themobyo yo yoher come new select hot download member get free click open next link sent ur fone
0,ssindia go draw seri mani year south african soil
0,goodmorn today late decim min
0,cannot take major role commun outreach rock mel
0,shop lor rain mah hard leav orchard
0,hi birth lb oz mother babi brilliantli
0,see forward messag proof
0,cannot keep go never intent run choos rather keep room clean say visitor mayb best choic ye want embarass mayb would feel feel friend want drop buy say happen morn tri everyth know els
0,dunno lei thk mum lazi go neva ask yet
0,whatev want know rule talk earlier week start happen show respons yet everi week bend rule way way whatev tire thia argument everi week movi doesnt inlud preview still get
0,beauti truth graviti read care heart feel light someon feel heavi someon leav goodmorn
1,great news call freefon claim guarante cash gift speak live oper
0,ambrithmaduraimet u arun dha marrgeremembr
0,read shame tell take run blame u ever realli ever long time
0,princess kitti shave natur
0,better bb wont use wife doctor
0,ya came ago
0,tomorrow onward eve work
0,anyth lor toa payoh got place walk meh
0,anybodi number still thought tact way ask alex
1,u win music gift voucher everi week start txt word draw tsc wwwldewcom skillgamewinaweek ageppermesssubscript
0,movi theatr go watch unlimit movi pay
0,u lunch alon bore
0,ye obvious eggspert potato headu speak soon
0,nah man car meant cram full peopl
0,got new job bar airport satsgettin per hour mean lie keep touch
0,kalli readi bat nd inning
0,thanx birthday alreadi
0,ugh cannot u apolog admit u wrong ask take u back
0,noe la u wana pei bf oso rite k lor day den
0,ye small kid boost secret energi
0,im gonna miss u much
0,avatar suppos subtoitl
0,simpli sit watch match offic
0,jot thing want rememb later
0,oh sorri pleas
0,hey go lo lesson gym
0,dont pack buy storelik cereal must pack food pack gari someth ja miss
0,alway make thing bigger
0,ii dun wan watch infern affair
0,wake afternoon sup
1,mth half price orang line rental latest camera phone free phone mth call mobilesdirect free updat orstoptxt
0,send pic like
0,okay book alreadi includ one bugi
0,aight fuck get later
0,de call time ill tell k
0,dont use hook
0,much blackberri bold nigeria
0,hi home calicut
0,hey darlin pick u colleg u tell wen mt love pete xx
1,call use ur min call cast pmin mob vari servic provid aom gbpmonth aom boxm er u stop age
0,oh thkin goin yogasana den nd go den rush parco nb oki lor u call readi
0,late need go n get da laptop
0,sir wait mail
0,pleas charg mobil get morn
0,noth got msg frm tht unknown
0,ugh fuck resub eve
0,see shadow get earli spring yay
0,one slice one breadstick lol
0,hey want crave miss need love ahmad saeed al hallaq
0,train tomorrow
1,urgent mobil bonu caller prize nd attempt reach call asap boxnqp ppm
0,pass di ur contact n see wat u get redi luv wid u blueu put smile face purpleu r reali hot pinku r swt orangei thnk lyk u greeni reali wana go wid u yelowi wnt u bck blacki jealou u browni miss nw plz giv one color
0,co daddi arrang time c wat time fetch mah
0,eldest know
0,say hi drugdeal
0,hard believ thing like say lie think twice say anyth
1,eeri nokia tone u rpli tone titl eg tone dracula titl ghost addamsfa munster exorcist twilight wwwgetzedcouk poboxwwq p
1,sexi singl wait text age follow gender wither f egf gay men text age follow g egg
0,good night dear sleepwelltak care
0,wondarful song
1,freemsg claim ur sm messagestext ok nowus webmobil ur mate etc join txtcom pwk tc box lawu remov txtx stop
0,yar lor actual quit fast co da ge slow wat haha
0,must come later normal bath da afternoon mah
0,trust even
0,hey hunonbu goin meet want go meal donyt feel like cuz get last bu homebut he sweet latelyxxx
1,freeringtonerepli real
0,take like noon
0,open mca
0,aight wat happen side
0,done oredi
0,sweet well princess pleas tell like dislik bed
0,wish great semest
0,moji love word rich day
0,dude like buff wind
0,alright babe
1,well done england get offici poli rington colour flag yer mobil text tone flag optout txt eng stop box wwx
0,cannot give everyth want need actual could better yor ownyou got money cannot get work cannot get man cannot pay rent cannot even fill fuck ga tank ye stress depress even call home thanksgiv cuz tell im noth
0,skalli wont play first two odi
0,get cash togeth text jason
0,oh love soooo good hear omg miss much today sorri problem provid thank tming
1,final chanc claim ur worth discount voucher today text ye savamob member offer mobil cs savamob pobox muz sub
1,privat account statement show unredeem bonu point claim call identifi code expir
0,probabl want pick
0,done
0,cutest girl world
0,dice art class thru thank though idea time come tomorrow
1,sm servic inclus text credit pl goto wwwcomuknet login unsubscrib stop extra charg help po box ip
0,oh howda gud gud math en samachara chikku
0,thk lor dunno get ticket wat u
0,audri lousi autocorrect
0,site simul test give tough question test readi
0,anyway serious hit back otherwis light armand alway shit andor vomit
0,fetch yun u fetch
0,thank like well
0,hmmm imagin come home rub feet make dinner help get readi date sure readi kind life
1,freeday sexi st georg day pic jordantxt pic dont miss everi wk sauci celeb pic c pocketbabecouk awk
0,lara said loan
0,spare power suppli
0,yar quit clever aft mani guess lor got ask bring thk darren will go aiya thk leona still attach wat
1,winner special select receiv cash award speak live oper claim call ampm cost p
0,yeah go bed back midnight
1,sunshin hol claim ur med holiday send stamp self address envelop drink us uk po box bray wicklow eir quiz start saturday unsub stop
0,well avail washob nob last night ask nickey platt instead
0,time week ryan
0,wish u mani mani return day happi birthday vikki
1,u win music gift voucher everi week start txt word draw tsc wwwidewcom skillgam winaweek age ppermesssubscript
0,hope know still mad
0,argh g spotti anyway thing rememb research provinc sterl problemfre place look
0,xam hall boy ask girl tell start term di answer den manag lot hesit n lookin around silent said intha ponnungal ipaditan
0,know result
1,congratul week competit draw u prize claim call b tcsstop sm ppm
0,beauti truth graviti read care heart feel light someon feel heavi someon leav good night
0,sorri im get feel realli bad total reject kinda thing
0,got shitload diamond though
0,tessypl favor pl convey birthday wish nimyapl dnt forget today birthday shija
0,well go aunti
0,mine like fr china noisi
0,later guess needa mcat studi
0,sfrom train manual show tech processit password reset troubleshoot
1,bu voucher wc marsm log onto wwwbutelecom discount credit opt repli stop custom care call
0,spoke uncl john today strongli feel need sacrific keep go call beg listen dont make promis make clear thing easi need pleas let us work thing long keep expect help creativ stifl pl keep happi promis part
0,start search get job daysh great potenti talent
0,carlo took leav minut
0,well done luv ya
0,came hostel
0,k still love
0,juz rememb gotta bath dog today
0,drug abl eat
0,alright took morphin back yo
0,see requir pleas
0,stayin troubl strangersaw dave day heao sort nowstil bloke u gona get girl mrur mum still think get getha
1,freemsg hey buffi love satisfi men home alon feel randi repli c pix qlynnbv helpp msg send stop stop txt
1,sunshin hol claim ur med holiday send stamp self address envelop drink us uk po box bray wicklow eir quiz start saturday unsub stop
0,collect ur laptop
0,ok later show around want cld drink wld prefer spend money nosh mind nxt wk
0,get home
0,waaaat lololo ok next time
0,tabl occupi wait tree
0,sure dont forgot comei alway touch
0,hi kindli give us back document submit loan stapati
0,dont shall buy one dear
0,oh god happi see messag day
0,year mani mile
0,hey cuti goe wale kinda ok like hill shit still avent kill
0,sad stori man last week bday wife didnt wish parent forgot n kid went work even colleagu wish enter cabin pa said happi bday boss felt special askd lunch lunch invit apart went said u mind go bedroom minut ok sed sexi mood came minut latr wid caken wife parent kidz friend n colleagu scream surpris wait sofa nake
0,think go honesti road call bank tomorrow tough decis make us great peopl
1,free st week nokia tone ur mob everi week txt nokia get txting tell ur mate zed pobox wwq normpton
0,specialis work slave labor look month sha co shakara beggar
0,repli boy chang phone number
0,go write msg put dictionari mode cover screen hand press gentli remov ur hand interest
0,hi darlin im way london smash anoth driver big dent im realli miss u u xxx
0,noth realli make sure everybodi speed
0,come home dinner
0,thank way lost
0,yesh good crickit mind
0,thx well month
1,shop till u drop either k k cash travel voucher call ntt po box crbt fixedlin cost ppm mobil vari
0,pleas come imin towndontmatt urgoin outlr
0,wont wat wit guy
0,yavnt tri yet never play origin either
0,hiya good day spoken sinc weekend
0,see thought
0,work pleas call
0,get readi moan scream
0,oh k got job what
0,dont think need go late school night especi one class one miss last wednesday probabl fail test friday
0,pop ibuprofen help
0,babe goe day sip cappuccino think love send kiss across sea
0,ok
0,ps u ur grown right
0,chinatown got porridg claypot rice yam cake fishhead beehoon either eat cheap den go cafe n tok go nydc somethin
0,know peopl hit fuck ye
0,puriti friendship two smile read forward messageit smile see name gud evng
0,anyth specif regard jaklin idk fuck
0,oh god gonna googl nearbi cliff
1,free camera phone linerent month cross ntwk min price txt bundl deal also avbl call calloptoutj mf
